StartTime,LastTime,SrcAddr,DstAddr,Mean,Sport,Dport,SrcPkts,DstPkts,TotPkts,DstBytes,SrcBytes,TotBytes,SrcLoad,DstLoad,Load,SrcRate,DstRate,Rate,SrcLoss,DstLoss,Loss,pLoss,SrcJitter,DstJitter,SIntPkt,DIntPkt,Proto,Dur,TcpRtt,IdleTime,Sum,Min,Max,sDSb,sTtl,dTtl,sIpId,dIpId,SAppBytes,DAppBytes,TotAppByte,SynAck,RunTime,sTos,SrcJitAct,DstJitAct,Traffic,Target
2019-08-19 09:46:07,2019-08-19 09:46:12,192.168.0.2,192.168.0.44,4,1740,1740,150,200,350,71400,26600,98000,42827.726562,115150.070312,157977.796875,30.188337,40.318653,70.709595,0,0,0,0.0,72.948484,66.206281,34.240879,26.081248,17,4.935681,0.0,1548776832,4.935681,4.935681,4.935681,0,64,128,2257,8303,20000,62600,82600,0.0,4.935681,0,72.948484,66.206281,normal,0
2019-08-19 09:46:12,2019-08-19 09:46:17,192.168.0.2,192.168.0.44,4,1740,1740,150,200,350,71400,26600,98000,42996.183594,115602.992188,158599.171875,30.307079,40.477238,70.987724,0,0,0,0.0,71.572297,65.405059,34.078965,25.819691,17,4.916343,0.0,1548776832,4.916343,4.916343,4.916343,0,64,128,2332,33903,20000,62600,82600,0.0,4.916343,0,71.572297,65.405059,normal,0
2019-08-19 09:46:17,2019-08-19 09:46:22,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42308.714844,114199.75,156508.46875,29.822496,40.63065,70.653297,0,0,0,0.0,73.147602,65.700109,34.653961,25.604178,17,4.996228,0.0,1548776832,4.996228,4.996228,4.996228,0,64,128,2407,60271,20000,62696,82696,0.0,4.996228,0,73.147602,65.700109,normal,0
2019-08-19 09:46:20,2019-08-19 09:46:20,192.168.0.2,255.255.255.255,0,0,27126,2,0,2,0,616,616,176000000.0,0.0,176000000.0,71428.570312,0.0,71428.570312,0,0,0,0.0,0.0,0.0,0.014,0.0,17,1.4e-05,0.0,1548776832,1.4e-05,1.4e-05,1.4e-05,0,1,0,28,0,528,0,528,0.0,1.4e-05,0,0.0,0.0,normal,0
2019-08-19 09:46:22,2019-08-19 09:46:28,192.168.0.2,192.168.0.44,5,1740,1740,150,204,354,71776,26600,98376,41467.632812,112092.710938,153560.34375,29.229635,39.822926,69.248734,0,0,0,0.0,72.850258,66.341086,34.081852,26.294203,17,5.097566,0.0,1548776832,5.097566,5.097566,5.097566,0,64,128,2482,23664,20000,62800,82800,0.0,5.097566,0,72.850258,66.341086,normal,0
2019-08-19 09:46:25,2019-08-19 09:46:25,192.168.0.2,192.168.0.255,0,1740,1742,2,0,2,0,124,124,31000000.0,0.0,31000000.0,62500.0,0.0,62500.0,0,0,0,0.0,0.0,0.0,0.016,0.0,17,1.6e-05,0.0,1548776832,1.6e-05,1.6e-05,1.6e-05,0,1,0,9545,0,16,0,16,0.0,1.6e-05,0,0.0,0.0,normal,0
2019-08-19 09:46:25,2019-08-19 09:46:25,192.168.0.2,192.168.0.255,0,1740,1741,2,0,2,0,124,124,31000000.0,0.0,31000000.0,62500.0,0.0,62500.0,0,0,0,0.0,0.0,0.0,0.016,0.0,17,1.6e-05,0.0,1548776832,1.6e-05,1.6e-05,1.6e-05,0,1,0,9544,0,16,0,16,0.0,1.6e-05,0,0.0,0.0,normal,0
2019-08-19 09:46:25,2019-08-19 09:46:25,192.168.0.2,192.168.0.255,0,1740,1740,2,0,2,0,124,124,31000000.0,0.0,31000000.0,62500.0,0.0,62500.0,0,0,0,0.0,0.0,0.0,0.016,0.0,17,1.6e-05,0.0,1548776832,1.6e-05,1.6e-05,1.6e-05,0,1,0,9543,0,16,0,16,0.0,1.6e-05,0,0.0,0.0,normal,0
2019-08-19 09:46:25,2019-08-19 09:46:25,192.168.0.2,192.168.0.255,0,1740,1743,2,0,2,0,124,124,31000000.0,0.0,31000000.0,62500.0,0.0,62500.0,0,0,0,0.0,0.0,0.0,0.016,0.0,17,1.6e-05,0.0,1548776832,1.6e-05,1.6e-05,1.6e-05,0,1,0,9546,0,16,0,16,0.0,1.6e-05,0,0.0,0.0,normal,0
2019-08-19 09:46:28,2019-08-19 09:46:33,192.168.0.2,192.168.0.44,5,1740,1740,150,208,358,71840,26600,98440,42159.699219,114075.148438,156234.84375,29.717457,41.285328,71.202232,0,0,0,0.0,74.478,64.601074,34.967633,24.810539,17,5.013888,0.0,1548776832,5.013888,5.013888,5.013888,0,64,128,2557,50288,20000,62688,82688,0.0,5.013888,0,74.478,64.601074,normal,0
2019-08-19 09:46:33,2019-08-19 09:46:38,192.168.0.2,192.168.0.44,4,1740,1740,150,200,350,71400,26600,98000,43127.710938,115956.625,159084.328125,30.399788,40.601059,71.204872,0,0,0,0.0,72.071133,65.626555,34.001465,26.021725,17,4.90135,0.0,1548776832,4.90135,4.90135,4.90135,0,64,128,2632,10353,20000,62600,82600,0.0,4.90135,0,72.071133,65.626555,normal,0
2019-08-19 09:46:38,2019-08-19 09:46:43,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42684.1875,115213.21875,157897.40625,30.087158,40.991226,71.280312,0,0,0,0.0,72.67293,65.485285,34.33616,25.749195,17,4.952279,0.0,1548776832,4.952279,4.952279,4.952279,0,64,128,2707,36465,20000,62696,82696,0.0,4.952279,0,72.67293,65.485285,normal,0
2019-08-19 09:46:43,2019-08-19 09:46:48,192.168.0.2,192.168.0.44,4,1740,1740,150,206,356,71808,26600,98408,42438.773438,114774.046875,157212.8125,29.914171,41.157082,71.272018,0,0,0,0.0,73.625313,65.319945,34.540727,25.342275,17,4.980917,0.0,1548776832,4.980917,4.980917,4.980917,0,64,128,2782,63601,20000,62744,82744,0.0,4.980917,0,73.625313,65.319945,normal,0
2019-08-19 09:46:48,2019-08-19 09:46:53,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42880.636719,115743.46875,158624.109375,30.22563,41.179886,71.608376,0,0,0,0.0,72.759,65.123711,34.127266,25.526666,17,4.929591,0.0,1548776832,4.929591,4.929591,4.929591,0,64,128,2857,25202,20000,62696,82696,0.0,4.929591,0,72.759,65.123711,normal,0
2019-08-19 09:46:50,2019-08-19 09:46:50,192.168.0.2,255.255.255.255,0,0,27126,2,0,2,0,616,616,224000000.0,0.0,224000000.0,90909.09375,0.0,90909.09375,0,0,0,0.0,0.0,0.0,0.011,0.0,17,1.1e-05,0.0,1548776832,1.1e-05,1.1e-05,1.1e-05,0,1,0,29,0,528,0,528,0.0,1.1e-05,0,0.0,0.0,normal,0
2019-08-19 09:46:53,2019-08-19 09:46:58,192.168.0.2,192.168.0.44,5,1740,1740,150,208,358,71944,26600,98544,42034.222656,113901.078125,155935.296875,29.629011,41.162453,70.990318,0,0,0,0.0,73.630492,65.639102,34.803113,25.714971,17,5.028855,0.0,1548776832,5.028855,5.028855,5.028855,0,64,128,2932,52338,20000,62792,82792,0.0,5.028855,0,73.630492,65.639102,normal,0
2019-08-19 09:46:59,2019-08-19 09:47:03,192.168.0.2,192.168.0.44,4,1740,1740,144,204,348,69360,25536,94896,41993.113281,114293.328125,156286.4375,29.600019,42.019608,71.826622,0,0,0,0.0,74.650477,65.503461,34.93457,25.15358,17,4.831078,0.0,1548776832,4.831078,4.831078,4.831078,0,64,128,3004,12915,19200,60384,79584,0.0,4.831078,0,74.650477,65.503461,normal,0
2019-08-19 09:47:04,2019-08-19 09:47:08,192.168.0.2,192.168.0.44,4,1740,1740,150,200,350,71400,26600,98000,43198.03125,116145.695312,159343.734375,30.449356,40.667259,71.320976,0,0,0,0.0,72.180336,65.705672,34.001059,25.758748,17,4.893371,0.0,1548776832,4.893371,4.893371,4.893371,0,64,128,3079,38515,20000,62600,82600,0.0,4.893371,0,72.180336,65.705672,normal,0
2019-08-19 09:47:09,2019-08-19 09:47:14,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42818.382812,115350.195312,158168.578125,30.181751,40.714977,71.099289,0,0,0,0.0,72.815398,65.519996,34.224414,25.64992,17,4.936758,0.0,1548776832,4.936758,4.936758,4.936758,0,64,128,3154,64371,20000,62648,82648,0.0,4.936758,0,72.815398,65.519996,normal,0
2019-08-19 09:47:14,2019-08-19 09:47:19,192.168.0.2,192.168.0.44,5,1740,1740,150,206,356,71808,26600,98408,42165.886719,114036.039062,156201.921875,29.721819,40.892437,70.813728,0,0,0,0.0,73.442742,65.658516,34.706633,25.79198,17,5.013152,0.0,1548776832,5.013152,5.013152,5.013152,0,64,128,3229,25204,20000,62744,82744,0.0,5.013152,0,73.442742,65.658516,normal,0
2019-08-19 09:47:19,2019-08-19 09:47:24,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,43187.660156,116345.007812,159532.671875,30.442047,41.066116,71.712471,0,0,0,0.0,72.204805,64.887258,33.939234,25.327408,17,4.894546,0.0,1548776832,4.894546,4.894546,4.894546,0,64,128,3304,54132,20000,62648,82648,0.0,4.894546,0,72.204805,64.887258,normal,0
2019-08-19 09:47:20,2019-08-19 09:47:20,192.168.0.2,255.255.255.255,0,0,27126,2,0,2,0,616,616,144941168.0,0.0,144941168.0,58823.527344,0.0,58823.527344,0,0,0,0.0,0.0,0.0,0.017,0.0,17,1.7e-05,0.0,1548776832,1.7e-05,1.7e-05,1.7e-05,0,1,0,30,0,528,0,528,0.0,1.7e-05,0,0.0,0.0,normal,0
2019-08-19 09:47:24,2019-08-19 09:47:29,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,42955.648438,115719.976562,158675.625,30.278503,40.845501,71.327217,0,0,0,0.0,72.152227,64.971523,34.076754,25.550404,17,4.920983,0.0,1548776832,4.920983,4.920983,4.920983,0,64,128,3379,14453,20000,62648,82648,0.0,4.920983,0,72.152227,64.971523,normal,0
2019-08-19 09:47:25,2019-08-19 09:47:25,192.168.0.2,192.168.0.255,0,1740,1740,2,0,2,0,124,124,41333332.0,0.0,41333332.0,83333.328125,0.0,83333.328125,0,0,0,0.0,0.0,0.0,0.012,0.0,17,1.2e-05,0.0,1548776832,1.2e-05,1.2e-05,1.2e-05,0,1,0,12303,0,16,0,16,0.0,1.2e-05,0,0.0,0.0,normal,0
2019-08-19 09:47:25,2019-08-19 09:47:25,192.168.0.2,192.168.0.255,0,1740,1741,2,0,2,0,124,124,41333332.0,0.0,41333332.0,83333.328125,0.0,83333.328125,0,0,0,0.0,0.0,0.0,0.012,0.0,17,1.2e-05,0.0,1548776832,1.2e-05,1.2e-05,1.2e-05,0,1,0,12304,0,16,0,16,0.0,1.2e-05,0,0.0,0.0,normal,0
2019-08-19 09:47:25,2019-08-19 09:47:25,192.168.0.2,192.168.0.255,0,1740,1742,2,0,2,0,124,124,41333332.0,0.0,41333332.0,83333.328125,0.0,83333.328125,0,0,0,0.0,0.0,0.0,0.012,0.0,17,1.2e-05,0.0,1548776832,1.2e-05,1.2e-05,1.2e-05,0,1,0,12305,0,16,0,16,0.0,1.2e-05,0,0.0,0.0,normal,0
2019-08-19 09:47:25,2019-08-19 09:47:25,192.168.0.2,192.168.0.255,0,1740,1743,2,0,2,0,124,124,38153848.0,0.0,38153848.0,76923.078125,0.0,76923.078125,0,0,0,0.0,0.0,0.0,0.013,0.0,17,1.3e-05,0.0,1548776832,1.3e-05,1.3e-05,1.3e-05,0,1,0,12306,0,16,0,16,0.0,1.3e-05,0,0.0,0.0,normal,0
2019-08-19 09:47:29,2019-08-19 09:47:34,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42348.851562,114308.078125,156656.921875,29.850786,40.669193,70.720322,0,0,0,0.0,73.654805,65.308809,34.595414,25.540201,17,4.991493,0.0,1548776832,4.991493,4.991493,4.991493,0,64,128,3454,40565,20000,62696,82696,0.0,4.991493,0,73.654805,65.308809,normal,0
2019-08-19 09:47:34,2019-08-19 09:47:39,192.168.0.2,192.168.0.44,4,1740,1740,150,200,350,71400,26600,98000,43239.734375,116257.820312,159497.546875,30.47875,40.70652,71.389824,0,0,0,0.0,72.206367,65.672586,33.933066,25.864994,17,4.888652,0.0,1548776832,4.888652,4.888652,4.888652,0,64,128,3529,1142,20000,62600,82600,0.0,4.888652,0,72.206367,65.672586,normal,0
2019-08-19 09:47:39,2019-08-19 09:47:44,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42724.8125,115322.882812,158047.6875,30.115795,41.030243,71.34816,0,0,0,0.0,72.750422,65.503203,34.304199,25.57192,17,4.94757,0.0,1548776832,4.94757,4.94757,4.94757,0,64,128,3604,28022,20000,62696,82696,0.0,4.94757,0,72.750422,65.503203,normal,0
2019-08-19 09:47:45,2019-08-19 09:47:50,192.168.0.2,192.168.0.44,5,1740,1740,146,208,354,71944,25768,97712,40734.28125,113962.71875,154697.0,28.849205,41.184727,70.232895,0,0,0,0.0,74.56318,65.502816,35.679543,25.463883,17,5.026135,0.0,1548776832,5.026135,5.026135,5.026135,0,64,128,3677,55414,19344,62792,82136,0.0,5.026135,0,74.56318,65.502816,normal,0
2019-08-19 09:47:50,2019-08-19 09:47:55,192.168.0.2,192.168.0.44,4,1740,1740,148,192,340,68544,26368,94912,42662.382812,111073.6875,153736.078125,29.932085,38.89135,69.027054,0,0,0,0.0,72.219367,65.996555,33.210129,25.977371,17,4.911118,0.0,1548776832,4.911118,4.911118,4.911118,0,64,128,3751,14711,19856,60096,79952,0.0,4.911118,0,72.219367,65.996555,normal,0
2019-08-19 09:47:50,2019-08-19 09:47:50,192.168.0.2,255.255.255.255,0,0,27126,2,0,2,0,616,616,410666656.0,0.0,410666656.0,166666.65625,0.0,166666.65625,0,0,0,0.0,0.0,0.0,0.006,0.0,17,6e-06,0.0,1548776832,6e-06,6e-06,6e-06,0,1,0,31,0,528,0,528,0.0,6e-06,0,0.0,0.0,normal,0
2019-08-19 09:47:55,2019-08-19 09:48:00,192.168.0.2,192.168.0.44,4,1740,1740,150,208,358,71944,26600,98544,42280.976562,114569.71875,156850.703125,29.802944,41.404091,71.407059,0,0,0,0.0,73.165523,65.381227,34.662652,25.615871,17,4.999506,0.0,1548776832,4.999506,4.999506,4.999506,0,64,128,3826,41335,20000,62792,82792,0.0,4.999506,0,73.165523,65.381227,normal,0
2019-08-19 09:48:00,2019-08-19 09:48:05,192.168.0.2,192.168.0.44,4,1740,1740,150,202,352,71536,26600,98136,43083.222656,116063.648438,159146.875,30.368429,40.966808,71.539055,0,0,0,0.0,71.904344,65.151047,34.000168,25.500615,17,4.906411,0.0,1548776832,4.906411,4.906411,4.906411,0,64,128,3901,1656,20000,62648,82648,0.0,4.906411,0,71.904344,65.151047,normal,0
2019-08-19 09:48:05,2019-08-19 09:48:10,192.168.0.2,192.168.0.44,4,1740,1740,150,204,354,71672,26600,98272,42717.109375,115302.085938,158019.203125,30.110365,41.022846,71.335297,0,0,0,0.0,72.142773,65.54875,34.282313,25.540443,17,4.948462,0.0,1548776832,4.948462,4.948462,4.948462,0,64,128,3976,27768,20000,62696,82696,0.0,4.948462,0,72.142773,65.54875,normal,0
2019-08-19 09:48:10,2019-08-19 09:48:15,192.168.0.2,192.168.0.44,5,1740,1740,150,208,358,71944,26600,98544,42083.074219,114033.460938,156116.53125,29.663448,41.210293,71.072823,0,0,0,0.0,73.831023,65.311305,34.786133,25.248039,17,5.023017,0.0,1548776832,5.023017,5.023017,5.023017,0,64,128,4051,54392,20000,62792,82792,0.0,5.023017,0,73.831023,65.311305,normal,0
